Sample_ID,source_text,english_translation,Cultural_Context
MID0549,بتقول للقمر غيبي وأنا مكانش.,A rose among thorns.,It is a popular proverb describes a woman who is as beautiful as the moonlight.
MID0550,بيت النجار بلا باب,The shoemaker's wife is ill shod ,"People say this proverb to mock some people who are unable to do a certain thing for themselves, but they do the same thing and master it for others."
MID0551,تزين بالخلاخل، والبلا من داخل.,Beauty is only skin deep.,"This proverb refers to a man who decides to marry a beautiful and charming woman, but he does not care about her morals and behavior."
MID0552,جمل يعصر وجمل ياكل العصارة:,Climbing the ladder of success by stepping on others.,The proverb refers to people who succeed through the efforts of others.
MID0553,خزق وربك يرزق,Spend and god will send.,"One of the famous Hadrami proverbs. “Khazaq”: Spend. This proverb has the same meaning of the famous popular proverb “Spend money and what is unseen will come to you”, which is a kind of encouragement to trust in God and that God is the provider."
MID0554,ذا جيت بلاد العوران صيرن عين ,"When in Rome, do as the Romans do.",One of Al-Sharaf and Sirwah proverbs. It is used to urge people to adapt to the customs of those they live with and follow their approach.
MID0555,سارق ومبيبهرر,Bold as brass.,A proverb used to describe someone who makes a mistake and tries to defend the mistake.
MID0556,صاحب الحاجة معنى بالطلب,"If you don't ask, you don't get.","If someone needs anything he will be persistent and hasty in fulfilling it, and when fulfilling it depends on Allah’s will, he makes efforts to pray and insists on his need, waiting for his hope to be fulfilled immediately."
MID0557,عز القبيلي بلاده ولو تجرع وباها,East or west home is the best.,"This proverb is applied to the homeland, as it is the real pride of a person, no matter how difficult life is in it, or no matter how hard life is suffered in it."
MID0558,عيش رجب ترى عجب / أطلب عمر تنظر عجب,"Who lives, sees much.",Ask for more life to see more wonders.
MID0559,فرس بني مخاشي يعرف طريق حوره,The locals know best.,"This proverb is very similar to the famous Arabic proverb, “The people of Mecca know their valleys best.”"
MID0560,قارب الخوف تأمن, Face your fears.,The proverb means that approaching the places of fear is enough to remove fears.
MID0561,قربعة في تنك,His mouth is writing checks his body can't cash.,This proverb is used to describe people who talk more than they act.
MID0562,ما حد يعطي المغروم نضف,Don’t give a fool a tool.,The proverb urges not to give a crazy person a tool to work with when you know he is crazy.
MID0563,ما يخمج الماء إلاّ خس البقر.,Don't burn your bridges behind you.,"The proverb means that the mean cow stirs up the water and makes it cloudy, so that other women cannot drink it. The proverb also means that the vile people disrupt the serenity of others’ lives or their relationships with each other."
MID0564,من أكل بالثنتين اختنق,You can't have your cake and eat it too.,The proverb is said for the person who wants everything at the same time.
MID0565,من تحزم بك صبح مخلوس,you are an empty suit.,Al-Makhlos: The naked perso. This proverb refers to the untrustworthy and useless person.
MID0566,من طلب الجن ركضوه,Speak of the devil and he will appear.,This proverb refers to a person who seeks troubles that will cause him a lot of inconvenience.
MID0567,من قارب الحداد يصبر على الشرار,"If you lie down with dogs, you’ll get up with fleas.",It is an equivalent for the famous Arabic proverb: “Whoever lives with a blacksmith will be burned by his fire” or “Whoever plays with fire will burn his fingers.”
MID0568,نصح ياثور وها هي على قرنك,The shortest distance between two points is a straight line.,"It has a close meaning to the popular proverb, ""Where is your ear, Juha?"""
