Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR2079,"Kàkà kí ebí pa ọmọ awo kú, ìpèsè ni yó yòó o.","Rather than the child of the priest dying of hunger, he or she will feed to satisfaction on goods provided for sacrifice.",Providence will not permit the referent to suffer want.,part4.docx,,
YOR2081,"Kọ̀lọ̀kọ̀lọ̀ ìbá kú, adìẹ ò sunkún; kọ̀lọ̀kọ̀lọ̀ ò gba adìẹ sìn.","Were the fox to die, the chicken would not shed a tear; the fox never fostered a chick.",One does not mourn an enemy’s disaster.,part4.docx,,
YOR2083,Múni-múni ò lè mú Olódùmarè.,The professional arrester cannot arrest the Almighty. ,God is beyond human punishment.,part4.docx,,
YOR2084,"""N ò níí sin Olúwa, n ò níí sin Ànábì""; ohun tí olúwarẹ̀ ó sìn ò níí tó èkùrọ́.","""I will not worship God, and I will not worship Allah""; what such a person will worship will not be so large as a palm kernel.",A person who is too picky will wind up having no pick at all.,part4.docx,,
YOR2085,Nítorí Ọlọ́run nìmàlé fi ńjẹ mọ́sà.,It is in deference to God that the Muslim eats fried corn cake.,Necessity obliges one to do things one would not do otherwise.,part4.docx,,
YOR2086,Ohun tí babá ṣe sílẹ̀ nìrègún ọmọ.,What the father provided is what the children inherit.,Children benefit from the industry of their father.,part4.docx,,
YOR2087,Ojú ilẹ̀ la ṣe dá a tí a ṣe rú u; bí ẹbọ́ bá máa jẹ́kí ilẹ̀ ó jẹ́rìí.,"It is in the presence of Earth that one consulted the oracle and offered the prescribed sacrifice; if the sacrifice will yield the promised result, let Earth bear witness.",The Earth will monitor and enforce oaths sworn in her presence.,part4.docx,,
YOR2088,Òkùtù ọ̀pẹ kì í wo ojú ẹlòmíràn bí kò ṣe ojú Ọlọ́run.,Young palm leaves do not raise their eyes to anyone other than God.,All affairs are best left to God.,part4.docx,,
YOR2089,Oore wo lòrìṣá ṣe fún abuké tó sọ ọmọ ẹ̀ ní Òrìṣá-gbè-mí?,What favor have the gods granted the humpback who names his child Òrìṣágbèmí [The gods have come to my aid]?,There is no point in offering gratitude in a direction from which no help has come.,part4.docx,,
YOR2090,"Òrìṣà, bí o ò le gbè mí, ṣe mí bí o ti bá mi.","God, if you will not save me, leave me as you found me!","If the person one looks to for help does not help, he or she at least should not leave one worse off than before.",part4.docx,,
YOR2091,Òrìṣà ní ńpeni wá jẹ ọkà; a kì í gbọ́ ọwọ́ orógùn lẹ́hìnkùlé.,It is the gods that summon one to come eat yam-flour meal; one does not hear the sound of the stirring stick from the back yard.,"If one chances on good fortune, one should give thanks to the gods.",part4.docx,,
YOR2092,"Òrìṣà tí a kẹ́, kẹ́, kẹ́, tí kò gbọ, tí a gẹ̀, gẹ̀, gẹ̀, tí kò gbà; ojú-u pópó ní ńgbé.","The god that one praises, praises, and praises but who does not listen, that one worships, worships, and worships but who refuses to heed, ends up in the streets. Ọ","If a supposed savior consistently fails you, discard it and find yourself another.",part4.docx,,
YOR2093,Ọlọ́run la kì í sú.,Only God never gets fed up with us.,"Unlike people, God is infinitely patient.",part4.docx,,
YOR2094,Ọlọ́run ní ńṣèdájọ́ a-fehín-pínran.,Only God can render justice to the person who uses his teeth to share out meat.,"God alone sees, and can reward, what people do in secret.",part4.docx,,
YOR2095,Ta ni tàkúté Olúwa ò leè mú?,Who is beyond being caught in God’s trap?,No one is beyond God’s judgment.,part4.docx,,
YOR2096,Tinú tẹ̀hìn ni labalábá fi ńyin Ọlọ́run.,It is with both its belly and its back that the butterfly praises the Lord. ,One should glorify God with all one has.,part4.docx,,
YOR2097,A kì í dúró nílùú ká fara hẹ.,One does not stay for long in a town and remain uninvolved.,One must live as a part of one’s community.,part4.docx,,
YOR2098,A kì í mọ alájá ká nà á lọ́pa.,One does not know a dog’s owner and yet rain blows on it with a rod.,One’s regard for a person should extend to that person’s interests. Compare the two following entries.,part4.docx,,
YOR2099,A kì í mọ alájá ká pè é ní títà.,One does not know the owner of a dog and yet announce that it is for sale.,"One should safeguard the interests of those one knows, even in their absence.",part4.docx,,
YOR2100,A kì í mọ alájá ká pé kẹ́kùn ó pa á jẹ.,One does not know the owner of a dog and yet wish that a leopard would eat it.,One should invoke no ill on things dear to people one knows.,part4.docx,,
YOR2101,A kì í sọ pé ó di ọjọ́ tí a bá bímọ ká tó sọ ọmọ níkòó.,One does not say it will not be until one has fathered a child that one raps a child on the head with one’s knuckles.,"Every adult shares the responsibility for disciplining all children, not only his or her own.",part4.docx,,
YOR2102,Abánigúnwà ní ḿmọ ìjagun ẹni.,It is he who shares one’s throne that knows one’s strategy in battle.,Only soulmates know each other’s minds.,part4.docx,,
YOR2103,Abánigbé ní ḿmọ ìṣe ẹni.,Whoever one lives with knows one’s habits.,The public image is not reliable.,part4.docx,,
YOR2104,"A-bánigbé-má-mọ́wà-ẹni, ọ̀tá ẹni ni.",He-who-lives-with-one-without-knowing one’s-habits: he is one’s enemy.,A housemate who does not know one’s ways cannot be trusted.,part4.docx,,
YOR2105,Abíni ò tó atọ́ni.,The parent is no match for the rearer.,Raising a child is more important than giving birth to a child.,part4.docx,,
YOR2106,"A-dáko-má-gbin-ọkà-á ní òún dá ikún lára; bíkún ò bá rí jẹ lóko-o rẹ̀, áá rí jẹ lóko ẹlòmíràn."," He-who-prepares-a-farm-and-does-not plant-corn says he is denying something to the squirrel;if squirrel finds nothing to eat on his farm, it will find something on an other person’s farm.",Obsessive attempts to injure others can and do backfire.,part4.docx,,
YOR2107,Adámú ò lè wà nílé ká má gbọdọ̀ ṣe han-han.,One does not stop saying han-han simply because there is a person with a nasal speech defect in the home.,There is a limit to the concessions one can make to those one lives with.,part4.docx,,
YOR2108,Àì-fojú-kan-ara-ẹni ó jẹ́ kí ọ̀tẹ̀ tán.,Not-seeing-each-other-face-to-face perpetuates a conspiracy.,Lack of personal contact prevents the ending of a feud.,part4.docx,,
YOR2109,Ajá tó ti ńríni yọ̀ kì í tún ríni gbó,A dog that once rejoiced on seeing one does not switch to barking on seeing one.,Radi cal changes in other people’s attitude to one are developments not to be wished for.,part4.docx,,
YOR2110,Àjànàkú yáwó tán kò singbà mọ́; erin-ín gbówó olówó wọgbó lọ.,The elephant pawned itself for money but did not serve as promised; the elephant took others’ money and disappeared into the bush.,The mighty person can get away with anything.,part4.docx,,
YOR2111,"Ajé ló mọ bí òun ó ti ṣe ọlọ́jà Odògbo, tí a pa ẹ̀kìrì ká fi wójò, tó nìkan kun ún tà.","Only the demon of prosperity knows what it will do with the chief of Odògbo; we killed a wild goat as an offering for rain, and he cut it for sale for himself.",A powerful person who betrays his trust must be left to the gods to deal with.,part4.docx,,
YOR2112,Àjèjé ọwọ́ kan ò gbégbá karí.,Asingle hand does not lift a calabash to the head [to be carried].,It takes two hands to lift a heavy load. Cooperation is best.,part4.docx,,
YOR2113,Ajẹ̀bimágbà ní ńkógun wọ̀lú.,It is he-who-is-guilty-but-refuses-to-accept the-guilt that brings warfare into a town.,Refusal to accept one’s guilt ruins communal harmony.,part4.docx,,
YOR2114,Aládùúgbò ẹni ni ọmọ ìyá ẹni.,One’s neighbor is one’s same-mother relative.,A neighbor is as close as any sibling.,part4.docx,,
YOR2115,Aláìláyà ò lè gbé ilé ńlá; bí a bá láyà ihòrò ní ńsinnií lọ,"A fainthearted person cannot live in a large house; if one has a lion heart, it leads one to the grave.","Whatever the inconvenience, one must learn to get along with people or else live as a hermit.",part4.docx,,
YOR2116,"Alájọbí ò sí mọ́, alájọgbé ló kù.",Kin is no longer to be found; only cohabitors remain.,"Kinship is no longer in fashion, only neighborliness.",part4.docx,,
YOR2117,Ànìkànjẹ ayé kì í dùn; jíjọjẹ ní ńdára.,Going through life by oneself is unpleasant; living life in company is pleasant.,Having riches is nothing like having people.,part4.docx,,
YOR2118,"Àńtètè, ó dá yànpọ̀n-yànpọ̀n sílẹ̀.",The cricket sows confusion among others. With the family 301,"When people like the cricket depart a place, they leave dissension and confusion in their wake.",part4.docx,,
YOR2119,Àpésan kì í tú ìlú.,Contributing to a common purse does not ruin a town.,A town that acts together stays together.,part4.docx,,
YOR2120,Àpọ́n yan ìyà ó ní òún yan ìyá; ta là bá kó iṣu méjì fún tí kò gúnyán konko fúnni?,A bachelor chooses suffering but says he chose his mother; to what person would one give two yams but would not make pounded yam?,"Whatever a mother can do for a man, a wife can do, and more.",part4.docx,,
YOR2121,Ará òde ò mọni lọrú; ará ilé ẹni ní ńnawọ́ ẹrú síni.,Outsiders do not know that one is a slave; people of one’s household are the ones who point one out as a slave.,"If those of one’s household do not dishonor one, outsiders will not.",part4.docx,,
YOR2122,"Aríjàmálàjà, ọ̀tá Ọlọ́run.",One-who-sees-a-fight-and-does-not-try-to stop-it: an enemy of God.,To fail to stop a fight is to offend God.,part4.docx,,
YOR2123,Àrò mẹ́ta kì í da ọbẹ̀ nù,A trident cooking hearth does not spill stew.,Many hands ensure success.,part4.docx,,
YOR2124,Àsopọ̀ ní ńmú ewúrẹ́ wẹ̀.,It is being-tied-together that forces goats to,Many hands ensure success.,part4.docx,,
YOR2126,Àwáyó fara ẹ̀ gbodì.,We-are-full makes enemies for himself.,A person who refuses favors on behalf of others makes enemies of those others.,part4.docx,,
YOR2127,Awo ní ńgbe awo nígbọnwọ́; bí awo ò bá gbe awo nígbọnwọ́ awo á tẹ́.,"Initiates of mysteries must rally round other initiates; if initiates do not rally round one another, they suffer disgrace.",Cooperation among group members protects their collective image.,part4.docx,,
YOR2128,"Bí a bá bu ìgbẹ́ lábùká, a ó rìí ẹran inú-u rẹ̀ pa.","If hunters encircle the bush, they will suc ceed in killing the animals therein.","If all available hands converge on a task, it will be accomplished.",part4.docx,,
YOR2129,"Bí a bá fa gbùùrù, gbùùrù a fagbó.","If one pulls the vine, the vine pulls the bush.","If one goes after an offender, one becomes entangled with his or her patron.",part4.docx,,
YOR2130,"Bí a bá ḿbú ẹtù, orí a máa f awó.","If one insults the guinea fowl, the guinea fowl gets a headache.","When one hears one’s close relative insulted, one feels insulted.",part4.docx,,
YOR2131,"Bí àṣá kò bá fẹ́ẹ́ fẹ́ àṣá níràn, ojú-u sánmà-á tó-ó fò fẹ́yẹ láì fara gbúnra.","If an eagle does not want to provoke an eagle, the sky is wide enough for birds to fly without bumping one another.","If one is spoiling for a fight, any excuse will do.",part4.docx,,
YOR2132,"Bí ẹjọ́ ò sunwọ̀n, ẹlẹ́jó là ńfún dá.","If a case is hopeless, one asks the owner to judge it.","If guilt is obvious, the guilty should be made to declare it.",part4.docx,,
YOR2133,"Bí ẹrú bá jọ ara-a wọn, à mọ̀ pé ilé kannáà ni wọ́n ti wá.","If slaves resemble one another, one surmises that they came from the same household.",People who share similar traits deserve to be lumped together.,part4.docx,,
YOR2134,"Bí ìbágbé ò bá wọ̀, ká yàgò fúnra.","If cohabitation does not work, let us give each other some space.","If people cannot be friends or husband and wife, they should part amicably.",part4.docx,,
YOR2135,"Bí ilé kò dùn, bí ìgbẹ̀ nìlú ńrí.","If the home is not pleasant, the town seems like a jungle.",The tone of the town depends on the condition of the homes in it.,part4.docx,,
YOR2136,"Bí obìnrín bá di méjì, imú ọkọ a di odó, a ní wọn ò tún yí imú lu òun mọ́.","When women number two, the husband’s nose becomes a mortar; she [the first wife] says that he no longer rolls his nose in her direction.",The erstwhile favorite never takes kindly to being supplanted by a new favorite.,part4.docx,,
YOR2137,"Bí ojú bá ko ojú, àlà yó tọ̀ọ́ nídìí ìgbá.","If eyes meet eyes, the boundary line will be straight at the base of the locust tree.","When all parties participate in dividing something among them, no one is cheated.",part4.docx,,
YOR2138,Bí ọmọ ò jọ ṣòkòtò a jọ kíjìpá.,"If a child does not resemble the trousers, he should resemble the wrapper.","If a child does not take after his father, he should take after his mother.",part4.docx,,
YOR2139,"Bí ọmọdé bá pa eku, a dá a jẹ, bó bá pa ẹyẹ, a dá a jẹ, ṣùgbọ́n ọjọ́ tó bá dáràn gòdògbà, a fà á wá sọ́dọ́ ọ bàbá-a r .","When a youth kills a rat, he eats it alone; when he kills a bird, he eats it alone; but when he is in serious trouble, he drags it home to his father.",A youth does not re member his parents until he needs their help.,part4.docx,,
YOR2140,Èèyàn bí ìyá ò sí; ta ní jẹ́ ṣe ọmọ-ọlọmọ lóore.,There is no being like a mother; whoever did another person’s child a favor?,A mother is the surest support a person can ever hope for.,part4.docx,,
YOR2141,"Ehín tó tayọ, wàhálà ẹnu ni.",A bucktooth is trouble for the mouth.,"One pays one way or another for one’s shortcomings. Or, the shortcomings of one’s relatives spell problems for one also.",part4.docx,,
